threshold,cost,tn,fp,fn,tp,precision,recall,model
0.7578877551020408,31520,85293,2,63,85,0.9770114942528736,0.5743243243243243,RandomForest
0.7679795918367346,32520,85293,2,65,83,0.9764705882352941,0.5608108108108109,RandomForest
0.7780714285714285,33020,85293,2,66,82,0.9761904761904762,0.5540540540540541,RandomForest
0.7881632653061224,34020,85293,2,68,80,0.975609756097561,0.5405405405405406,RandomForest
0.7982551020408163,34520,85293,2,69,79,0.9753086419753086,0.5337837837837838,RandomForest
0.8083469387755101,36520,85293,2,73,75,0.974025974025974,0.5067567567567568,RandomForest
0.818438775510204,38020,85293,2,76,72,0.972972972972973,0.4864864864864865,RandomForest
0.8285306122448979,38520,85293,2,77,71,0.9726027397260274,0.4797297297297297,RandomForest
0.8386224489795918,39020,85293,2,78,70,0.9722222222222222,0.47297297297297297,RandomForest
0.001,42070,81638,3657,11,137,0.03610964681075382,0.9256756756756757,RandomForest
0.8487142857142856,42520,85293,2,85,63,0.9692307692307692,0.42567567567567566,RandomForest
0.8588061224489796,43020,85293,2,86,62,0.96875,0.4189189189189189,RandomForest
0.8688979591836734,43020,85293,2,86,62,0.96875,0.4189189189189189,RandomForest
0.8789897959183672,44520,85293,2,89,59,0.9672131147540983,0.39864864864864863,RandomForest
0.8890816326530612,47510,85294,1,95,53,0.9814814814814815,0.3581081081081081,RandomForest
0.899173469387755,48510,85294,1,97,51,0.9807692307692307,0.34459459459459457,RandomForest
0.9092653061224489,51010,85294,1,102,46,0.9787234042553191,0.3108108108108108,RandomForest
0.9193571428571428,52010,85294,1,104,44,0.9777777777777777,0.2972972972972973,RandomForest
0.9294489795918367,53510,85294,1,107,41,0.9761904761904762,0.27702702702702703,RandomForest
0.9395408163265305,57010,85294,1,114,34,0.9714285714285714,0.22972972972972974,RandomForest
0.9496326530612245,59010,85294,1,118,30,0.967741935483871,0.20270270270270271,RandomForest
0.9597244897959183,61010,85294,1,122,26,0.9629629629629629,0.17567567567567569,RandomForest
0.9698163265306122,62510,85294,1,125,23,0.9583333333333334,0.1554054054054054,RandomForest
0.979908163265306,64510,85294,1,129,19,0.95,0.12837837837837837,RandomForest
0.99,68000,85295,0,136,12,1.0,0.08108108108108109,RandomForest
0.3643061224489796,12560,85089,206,21,127,0.3813813813813814,0.8581081081081081,XGBoost
0.3542142857142857,12640,85081,214,21,127,0.3724340175953079,0.8581081081081081,XGBoost
0.3441224489795918,12680,85077,218,21,127,0.3681159420289855,0.8581081081081081,XGBoost
0.33403061224489794,12770,85068,227,21,127,0.3587570621468927,0.8581081081081081,XGBoost
0.32393877551020406,12870,85058,237,21,127,0.3489010989010989,0.8581081081081081,XGBoost
